H0,Omega_m,w,systematic_component
66.62596412853341,0.30265628384848126,-0.9882845163113513,-0.11013109867877642
68.32230865013223,0.3260063097139611,-1.0259965769722614,0.31244091910210264
67.5123136543066,0.31219684452774565,-1.010808948372333,0.17729971637577857
68.00202129070215,0.33714086277562505,-0.9832319601346102,-0.21598846455680656
68.23471889041991,0.3411355867919219,-1.0131926695909406,-0.2890662149014786
67.36405539770045,0.3307246437166229,-0.9019810287139596,0.4367033431045296
67.95246288648642,0.3400018991783308,-0.9153673320564962,-0.08850862356929194
69.08124013638891,0.32210210668690853,-0.9838530921294226,0.19226081914659582
66.39182336678948,0.3244290846058441,-0.9524601083399215,-0.3726249238463869
68.3479242587147,0.339596365384043,-0.9879244132737466,0.12826703025301367
67.4437123548501,0.3257147864204289,-1.0218801006482996,-0.0421845979546569
67.90534176910457,0.3496284018658663,-0.9900429701287,-0.27594683224116695
67.3558717239964,0.31345240425059556,-0.9916543849430777,0.10998980256321668
65.8682978624762,0.31797043138722425,-1.0481388872697925,0.008216786012124663
66.2699711161956,0.3260678958104436,-0.9311011105901208,0.23435951443519565
66.82719999185903,0.31971087040985785,-1.021063181644169,0.10974618556736275
65.87747656244777,0.3002357995211726,-1.0734772966085726,0.13942937507051412
66.95479469349543,0.30737672405323035,-1.0674026573139117,-0.15616719957711256
67.32572300774046,0.3099725934305108,-0.9224239726034784,-0.09821526615024243
67.14625147895453,0.29101101929028816,-0.9720051623877665,-0.14404401365424416
67.64724739811545,0.316593191429475,-0.9080720660624855,0.2563230162428359
67.66715674021357,0.32452256126417806,-1.026174067636895,0.3773522989733058
67.41846714615717,0.32452456572122207,-0.9961684430886442,-0.48040634241554503
67.47621437304655,0.34687181008017237,-0.9784810804933832,-0.14153074726439602
68.37857697286775,0.33019114842479846,-0.9877000652762413,0.15097493367615322
66.71034881215145,0.33199838689890254,-1.0451442914574982,-0.26872329661815264
65.61876862477013,0.2962618567086481,-0.9765241594330777,-0.08843852878425995
65.92649513533613,0.31727947141824114,-1.0093039792214475,-0.05307273845071802
66.68331175594186,0.33027239777684636,-0.9670340741188521,-0.3182428870179794
67.5356632438602,0.31994372560534956,-1.0268582619786726,-0.011499945912453085
66.48999729902489,0.3315837731617998,-1.0042881714208913,-0.09044576778010387
67.87349841282506,0.31741596054762494,-1.008700578275387,0.6867361503181519
66.92771575728223,0.31087133483883156,-0.9922437529822936,0.1786429554727513
67.78932241878637,0.3232795078985225,-0.9317802874496726,0.4008850172381064
68.10487904835598,0.33767039107979235,-0.9988398196388679,-0.14124560714046955
66.51468946466323,0.3072745359393776,-1.0106741627751787,-0.21508906611243353
67.1871768661022,0.33086769004215005,-0.994178053255582,-0.1575965602085941
67.7103159710897,0.3236989325059702,-0.9901918926515408,-0.12339257509490284
66.99290318308023,0.34711180602418895,-1.0384239625787313,0.08719837204505147
68.95744855363833,0.34347053900015884,-0.9239861547185182,0.1137577876989013
66.1445221166714,0.3026079611946873,-1.0413882628669522,0.03371318057707845
67.93397208987632,0.33132885417473484,-0.9385703863602196,-0.31107251783363743
68.00145548236898,0.29732600112257057,-1.055877549824215,0.1289618042409904
67.548300245505,0.32743776804391156,-1.0735683356936094,0.24760603924068436
65.4723377636503,0.3031577760002981,-1.0350923977311774,-0.3126211032232445
66.88135187055444,0.3051743890510276,-0.9896570225424756,-0.3688292100483382
67.28326737907184,0.3180706987961006,-0.9518542422999697,-0.12001047957557281
66.35618273317098,0.3090571217692374,-1.0153374782097262,0.11228218202173576
67.20240918551526,0.3434437265896955,-1.0770361672893918,0.10042818978778688
67.64448322103438,0.30861187192169753,-1.0385578053755022,-0.07748013671986695
66.44432779552297,0.3255289950127125,-0.9877945204819567,-0.37178441624022923
67.66964673249991,0.3261407231226789,-1.0713892361471542,-0.08130397874158861
67.8759407787877,0.3099385834983252,-1.0608791376355213,0.4048416087117575
67.16416615151259,0.31632526967831437,-0.9976240063588,0.18378715797528533
67.8457689813804,0.32293265814798244,-0.9838161269706454,0.18487057563191972
68.07030086354918,0.3197734951090882,-1.025677089847621,-0.050536662874392645
67.79015288112501,0.3398205330434981,-0.9601617616177851,0.2336792034192278
66.07554599597714,0.30816040980550213,-0.9669792864001021,-0.023884536838141172
66.00953135777627,0.31481656755504295,-1.0028956550209494,-0.00803380125692959
66.62008067861524,0.31727775125816043,-0.9240296864309077,-0.04207583116352088
66.4801578733984,0.31814298256370366,-1.0182177179931768,0.38649643116712906
68.29839321107625,0.3330182428641874,-1.0168811153587418,-0.04022022164410609
68.19418842100052,0.3094767564618714,-0.9779856895590638,0.03484331226039494
68.94231849514738,0.3356343416255895,-1.0645297290900968,0.18139405423724136
68.10138033306545,0.3320980235460735,-1.0667841696743452,0.1208013747859674
67.27512906267194,0.31208942846125143,-1.0790729342334704,0.2483096900904089
67.9155364657036,0.3298458615396631,-0.9729441003815611,0.016987232637212427
67.45342694467939,0.3150833949294538,-0.9728996613944931,-0.09566092322262862
67.14320798190224,0.32777278223027645,-0.9634197163845499,0.08445705402401073
68.42138948510164,0.3217004484784787,-1.0615143633592898,0.22460293213055732
66.74693362935065,0.3478034115741322,-0.9494003481923674,-0.2878753206851999
67.59092867620215,0.30614690740939976,-0.9279144147243967,0.08687176194319728
67.13467425938558,0.3276403949680579,-1.0629048283199372,0.25809770594310893
66.1171615194053,0.30306499289782773,-0.9993649643858029,-0.32575454669175985
66.5891914636243,0.31531328755235694,-1.1276111595118006,-0.22474523630195165
66.72104360831202,0.32124289857144356,-1.0840139542212193,-0.22760781336606295
67.49709322602355,0.32495763512799647,-1.132057045046316,0.182428783837002
65.92043210628225,0.29047125261191165,-0.8708492206785032,-0.007578679025088241
66.87505171750472,0.30522187680703705,-1.0556011242525773,0.22893367226586558
67.0499795524221,0.32268434015647685,-1.0244282455001035,0.025492311392937568
66.88317943182933,0.3388098234467871,-0.996480065351947,-0.16149043735871813
66.74120877579222,0.3278607098717621,-1.0657346882025518,0.12350981585990511
68.42149057013147,0.30499840460204164,-0.9658599925493412,0.408389009991806
67.16425470295934,0.32755700544499194,-0.9991796805474342,-0.003917803622071015
67.39338917897005,0.3149662974734831,-1.0221784330674377,0.35147921018584677
68.21229105253515,0.32597290189488204,-0.9407943661060798,0.16137287606811532
66.93409744399665,0.3228838846827204,-1.0173200440798658,0.1306614395349279
66.17229166956345,0.32272463092815107,-1.0136762551517757,-0.3428129549832157
67.57841741178113,0.3152553981483807,-0.9701554921861653,0.18275326093671837
66.92087956178189,0.29003610659489953,-0.9870250159946328,-0.05902164244141762
66.70249921649689,0.31021881599571355,-1.036076787587084,-0.05787172001065526
67.32569760107107,0.31313939435386606,-1.016562968381925,0.11082289614510431
68.03724855667959,0.3359195883201899,-1.041392641689659,0.2766735573562666
66.59519365434099,0.3140176492062007,-0.9857886966567548,-0.11800046662958039
68.70613723293219,0.32631313542522367,-1.031059506390717,0.2070153660323918
67.58534666650037,0.3185842568603818,-0.940261968921493,-0.16515228231426765
67.01911285381921,0.31565252577702146,-1.0745581252289709,-0.2682501953453998
67.23260592396008,0.32120387563709935,-0.9261853227021394,-0.10485447461023256
65.77115330778376,0.3040129968708448,-1.1099454450849962,-0.031073761889326843
67.20754194130855,0.32091436466643547,-1.0230950480981365,-0.0683428459789268
65.7923452214778,0.32945345703952866,-1.0272448443907254,-0.22958837257995066
66.0255860373488,0.33434125583891566,-1.0091926817725163,-0.1771843182423301
67.7719743313689,0.3179920482058096,-0.9573739067212246,0.141060731592279
67.48570286885074,0.33495189794982927,-0.8870789895370214,-0.5475126249556374
67.00661417059034,0.3307678193253665,-0.9397155463504999,-0.22425979163908677
67.01373575137274,0.31876029964641456,-0.9807609974708261,0.07951979923782562
66.52497386137803,0.3311672266519189,-1.0369638316468686,-0.15890059780341692
66.15304518482601,0.3106114155429615,-1.0315826349096957,0.3915078180665942
67.45081791780082,0.3338111099960637,-0.969950799247317,-0.006189611659701673
66.67208255220258,0.32985674615029614,-1.0296724086833995,0.06148034590353174
67.7994651660687,0.34159359312896476,-1.0122444004622877,0.19125243153557175
67.18473520921546,0.318274812668713,-0.9922806295660623,0.39495558025945454
67.4812965568301,0.29839493870325956,-1.0846149654993587,0.23350264411564392
68.23730778277782,0.32903083112857956,-1.084001264860951,0.46378627085082996
66.33998899875127,0.33692699258568504,-0.9908000196355004,-0.12004393335039534
67.63930663945959,0.3457977049426868,-0.9459175606953404,0.10598307789864785
66.3682908987345,0.3173827154237761,-1.0263458404826362,-0.09426632712681933
66.92482293844049,0.3134383517662128,-0.9272273607176994,0.3006349919497248
67.75799470349601,0.3324101063087094,-0.9548067340542008,-0.1796668827414616
67.27974907578876,0.3247587272298265,-1.0339407407909822,-0.0025426681686928606
67.1328909484196,0.33010158001728696,-1.0197944248562862,-0.07358654696678171
68.30251907076668,0.31551686922947364,-1.0460157704724349,-0.4401275542366978
65.85052404043493,0.31158970405731795,-0.9585441762701938,-0.15345763201725396
68.21140193915876,0.3150927739643516,-1.0339955353093462,0.20906634474399968
67.96997775936414,0.32012938843384947,-0.9851143614148758,0.36302382703846414
68.76444764863697,0.32707802278053627,-0.9561413885948005,0.025816442811851675
65.79744877440132,0.3342859389064721,-0.9666206213907836,-0.3144598645639562
67.2571008347585,0.3165611850355854,-0.9089601818421021,0.19373210173582125
67.37058894034249,0.2984178147532687,-0.9816353424729757,0.05973062692912497
66.87178952130618,0.3152063309321151,-1.111863321019502,0.1278277114863055
67.54029947997904,0.31309975600928,-0.9472278653765908,0.1644989923410319
68.17278139524132,0.33053824155266986,-0.9067131879092428,-0.04340497417137763
67.29045869249717,0.3306336575187771,-0.8926012220345815,0.24484985219497649
66.87453952577945,0.2970834394600273,-0.9710432593506895,0.14819202035800685
68.38504663218819,0.332448771204114,-0.9245908917528944,-0.08364569656303522
67.01684148187621,0.32968066961286435,-1.0090778724898155,0.21966255215529276
66.9810991631218,0.31377005383584816,-1.0516743508442918,-0.13005323160248877
66.38195712757016,0.30888015945435177,-1.0253024739393044,0.32683324525083224
67.91552758263263,0.3221909764562661,-0.9438358546105121,-0.4568197870040215
66.94270661100697,0.32532736048044336,-0.9501138677424245,0.5256248166690101
66.92598055058413,0.31308293621156075,-1.0091533411709057,0.020151408435138057
67.05002663278152,0.33307564604598977,-1.005488116060389,0.038427843602421505
68.67596991421729,0.3432788186484863,-0.9709029867454806,0.3171919301063485
67.42821638854649,0.31882998731227075,-1.008224196463351,-0.10641575273987479
67.67937161504756,0.3140768240751771,-1.0272980189088545,0.05540965616130334
67.57932356647031,0.31553311833541153,-1.0136958767970587,0.012713532398332405
66.74744316271875,0.31343235011330595,-0.9851865380065805,-0.17868846173568495
66.79840214783111,0.30609207205544614,-0.9218639908562363,0.16523355918374186
68.40239616409256,0.31311974798914777,-1.0409935774978591,0.5926034463833443
65.7258404968058,0.3163153217574085,-0.9759504375004856,-0.85249451934544
68.12834969064379,0.33560724870510245,-1.0432342150703824,0.03089625667438728
67.04695739629872,0.3224797468403072,-1.0208637826033031,-0.1682640805205301
66.66879104532494,0.3217542493897863,-0.9123674838395079,-0.10043458626117645
67.67713478554279,0.32164656263253616,-0.9835993531624954,0.4431297913176364
67.04627977233777,0.33214400127662974,-0.9816882762893705,-0.08634976539911489
67.93759858418113,0.3217315515500535,-0.9765586206025426,0.008951086324726843
65.87564217992544,0.3091849938008909,-0.9983674092715337,-0.3281340969552514
67.3077705446257,0.315043050066404,-0.9631331945623132,0.272709050389632
67.22654212542656,0.3043021531418831,-1.022548856589305,0.05200060269782273
66.66768909573351,0.31293765221138536,-1.035372608253871,0.2591362027744627
66.65221646305592,0.3300370798927457,-0.9537711444914074,0.07340303978553724
67.44895289190406,0.334639077604998,-0.9460864942158,0.10584927550749464
66.80865527931309,0.3299782792235658,-0.9412417676695698,-0.4699236055921615
67.51985321522304,0.3401757929745467,-0.9929237201353508,-0.16597798705514913
68.69386184809385,0.34549466096831866,-1.0069053511437285,0.1772180823342807
66.98222245890244,0.3509489014192359,-1.0463313190517545,-0.2656393128375848
67.40493267821856,0.32683785099251295,-0.9325122721214897,0.4912965808583099
66.95909993068214,0.30166135100599273,-0.8754424760237015,-0.33478031930090574
67.73927816733075,0.3113638902102586,-1.0577655459872126,0.4701386763660515
68.41791420769667,0.329745113926191,-0.993524834191708,0.23023201977504726
67.69962748796874,0.32238494395960293,-1.0398469582106686,0.22197437982105234
67.21705660351154,0.314326671075525,-1.0266136532395793,0.1164449402995253
67.73406975886529,0.33599630981035594,-0.9873957792796746,-0.16387244211646804
67.06621536404532,0.3329794971089558,-1.1292492563486525,0.10504113459811983
65.8722580240209,0.32138801550999585,-0.9574059064509352,-0.14180927259177284
66.62827566326007,0.3136458223180043,-1.0693085058753282,-0.007073525052108528
66.47101975281738,0.30417023693212075,-0.9739983715940908,0.11162702770303115
67.74793033817325,0.33609905662095785,-0.9608555575989413,0.1999215016747687
66.19008935996695,0.32142617519085614,-1.053689296718153,-0.44512267938787375
65.5994536998854,0.286464629532866,-0.9241015841051929,0.197338684474493
68.03558689940004,0.32418968689882555,-1.0314194487294088,0.2873131546446392
67.63366023515742,0.33661112743982774,-0.9451800248697977,0.21200502146486422
66.36955762781089,0.30342486388842405,-1.0656496974164362,0.11078319435225144
65.34882790011083,0.30354230684282263,-1.0528906135905967,-0.127393700656076
66.62501355089162,0.31332558253335735,-0.9574517671825089,-0.23031415630147345
66.50296337190206,0.3069990359183261,-0.9435979694953204,-0.21830704029965012
67.3737254792354,0.33408762860149693,-1.0333572931149801,0.18177050855437754
68.00251585163805,0.34403107251505727,-1.044008195528454,0.04033648145342913
66.6473109106154,0.31196671818413957,-0.9339096852924003,0.2096666894625267
67.13390124964742,0.315222895996397,-0.9356500442829074,0.20815845482682777
68.19870609962521,0.346644141647597,-1.0314082894045158,-0.03251993759264632
66.8544328514881,0.3022528887651206,-0.9582742295294691,-0.025029583882338183
67.0067862224034,0.31382499838330025,-1.0441983623801205,-0.40946658104942213
67.61215022969535,0.31241433066485363,-1.036715821622596,0.18847365161174062
67.36870930533487,0.29700298209215875,-1.0154387762535686,-0.12906244193022925
67.30401493176922,0.3243444611948596,-1.0590066011592005,-0.10358300559704219
67.75654913665245,0.3314305205422637,-0.9941931457661564,-0.024937789337168583
67.4800444903916,0.30363389358458437,-0.9566289182132027,-0.14077631941951915
67.1360434592173,0.3202307645152485,-0.9804970691858036,0.09578544275524098
67.23352571298322,0.31615941408617976,-1.0519097865582592,-0.3107761576322968
67.9799828414307,0.3233782646936108,-1.0965820789697,0.1536239905151087
67.21634747141387,0.30890792863818467,-0.9251541272510787,0.19303125520280343
65.77426115120628,0.33871213908381453,-0.9784277319141768,-0.25218268479272377
