H0,Omega_m,Omega_b,n_s,tau,sigma_8,systematic_component
67.0605476815943,0.31409864117639275,0.0498885154291328,0.9611470916544789,0.059123927947085896,0.8083874621179871,-0.024478370066165683
67.38243985108502,0.31304776694533293,0.0492523936577144,0.9704710709853962,0.04287460088878536,0.817243823346411,-0.26800591902612275
67.15883364995305,0.3188593981182792,0.050344089811558156,0.9659675028191053,0.047202689725058866,0.8097383592818239,0.018724007827826995
68.24918850508267,0.3068753714106932,0.0482499539756009,0.9704582367174045,0.06283508958288175,0.8051372403492044,-0.21782622764825707
67.15933588850022,0.3140862788502457,0.050668731452305875,0.9600848924763776,0.057816933054580015,0.805269880301847,0.17990153516189292
66.84830172773233,0.32396929161924615,0.04929811941691313,0.9642851856692601,0.049626045042054076,0.8182147482696965,-0.14013202563339894
67.92469911756818,0.3075435524719811,0.05037074720921913,0.9624015167513962,0.05139684096458434,0.8105133271518157,-0.059888046297643466
67.30755301576913,0.315369977095814,0.047727762585499454,0.9639179027215331,0.047959468060604,0.8184688343805612,-0.035585790373269394
67.71561530341897,0.31485047910575237,0.04866670043292866,0.970160217646496,0.05327541988547694,0.8128797886206253,-0.10674232294992161
68.54284487802668,0.30987351343256486,0.048290256934841846,0.9707089555305412,0.06271450155169143,0.8180212699347641,-0.0562642402490023
67.6378330561016,0.3194961363276784,0.04940107672277509,0.9687733729810222,0.03971720229124967,0.8101239612261172,0.047868217301887735
67.23048289140019,0.31363247155539076,0.05014461190890379,0.9539556729388634,0.0680727341537434,0.7994435997878069,-0.11111435610057603
67.03033159870387,0.31912304881454584,0.04706391785643735,0.9646146990339205,0.04599967797244907,0.8082268841988755,-0.02438060756588901
67.27099291021541,0.31435407616263883,0.049240934126508144,0.9611157383118742,0.0468897426407542,0.815590270870359,-0.19986296240171833
67.03737669561457,0.31160980882667466,0.04798633998057022,0.9670252408070191,0.04181745387139965,0.809640727543496,-0.08410229683674199
67.27325680190847,0.31271604183691437,0.048111704435528826,0.960503345350577,0.06258445332407611,0.8184300994557536,0.021994655524719856
67.03427363904719,0.3085772229884882,0.05109937168476134,0.9670773855062719,0.06058445125296019,0.7978341253983239,0.01326145053637062
66.4293727311126,0.3227103272017526,0.050091320444751,0.9630727186196997,0.0640331352299296,0.8180262418605476,-0.3210519930842229
67.56835477941773,0.3199295920623952,0.04812013673034859,0.9643440098162319,0.06417714046534768,0.8046824114831316,0.190824088976235
67.09692019973775,0.3147550283493586,0.048868935264501104,0.9727592791178162,0.05369330063729567,0.8112789366630367,-0.01695408740044729
68.22550086929014,0.3124377095185644,0.04800020764563788,0.9571818900735426,0.060631638698940275,0.813643313679263,-0.07682889342996982
67.1465685364465,0.3151784770070917,0.047367596356953125,0.9667046908509546,0.03511734025071528,0.809364578991307,0.0851982139109121
68.26243521851049,0.31770748590838804,0.04918455579528821,0.9607148333020157,0.06054437466202896,0.8088057966685211,0.04970517782147112
67.49061536251502,0.3148639631547394,0.0487643644261872,0.9633773754163335,0.052508501845971174,0.8124438241331893,0.21695769539507384
67.16340704207596,0.3071569663193773,0.04892432430613088,0.9557103548290609,0.055535544987645485,0.8149019589669108,-0.2055535011483166
66.85683261431487,0.3207627811742989,0.049563861758132335,0.9642046738033389,0.05362808893053814,0.8106336972721404,0.356690778136367
68.23597605922029,0.3087746019049739,0.04807582214851257,0.9713597207299095,0.044517926265079055,0.8150082159125221,0.1748727475016309
68.13612053738066,0.30268100682875543,0.05014235766600603,0.962455751459196,0.055804730191378264,0.8104298991731511,0.1161642136847211
66.11818631374791,0.31693265574974233,0.049375837901225045,0.9586976106008092,0.04725994112698784,0.8192684986771572,-0.37094024274366433
67.80713956073177,0.3161500850045166,0.04870355551838251,0.9686474616966164,0.05435591981433516,0.8159505455515826,-0.030347444616997933
67.26636119011748,0.30608996392836685,0.05002996707519898,0.959731895743653,0.06802770005467042,0.8086745751142647,-0.12926266142826912
67.66519864175356,0.32016965225077654,0.046451215819738094,0.962223078031561,0.061204823580333446,0.815805773285813,-0.014186077072803217
66.29883439624403,0.3238407522073736,0.049532795859696804,0.9607282270054014,0.0576145023740764,0.8124264217688659,-0.19238435081337965
67.78663720072845,0.3180754668007361,0.04775411130568457,0.965312104567699,0.07031215413057423,0.8109385456041452,-0.1957862611287639
68.13319755136425,0.31906361506620123,0.04958700692303961,0.9646433178940443,0.05149449143360949,0.8114710694947863,-0.0005133677199574618
66.9546265365655,0.31837358976363106,0.049522979193253595,0.9639119468828711,0.05347358036546069,0.8068396170039476,-0.05203753791359711
67.22318947031225,0.3106836002331043,0.04814126755454076,0.9602983711694691,0.05522110972867358,0.8159379057349175,-0.06827966277133622
67.01527482042418,0.322676223485911,0.05088552142025508,0.9701591998559598,0.056129981376507425,0.8180930859685918,-0.16963455663628302
67.644290151851,0.3200663236688265,0.04983876260159935,0.9643856658523965,0.0579899385284023,0.8177925338149257,0.04451229184297189
67.26429892369492,0.3097616383504026,0.04867955753729997,0.9686513670773123,0.04500528119656485,0.8053957961766142,-0.13289138031948577
67.91265818540496,0.30902254560611075,0.0489130181312755,0.9636017495641981,0.05663970674998774,0.8097896936184823,0.001898329777817734
66.93155164474712,0.32180008664146115,0.04853749796380346,0.9653084424242117,0.05835575792556654,0.7987580021272046,0.049392373986249606
67.11273069254744,0.3096256289812391,0.048455179673966765,0.9596151987891737,0.05062673382159409,0.8075569901477312,0.14209239636703472
67.00219182769295,0.3129627120227713,0.049522187473875066,0.9684449618946052,0.04468767999899341,0.8136372407487786,-0.4075290939382085
68.10825598390565,0.29901270592459084,0.048955367991368376,0.9630200332736616,0.04991123744560499,0.8049193930110552,-0.15007762255557963
66.62906928960908,0.3191298034823839,0.04909987341707873,0.970969261595742,0.04909182118795902,0.8074448275000893,-0.07204597953310785
67.86945986069608,0.31895055794495886,0.050185396446101246,0.9697251148409622,0.053338705493886376,0.8056372320114163,-0.0102531521589354
67.75979715578124,0.31364038045605874,0.04908054936756475,0.9613704077316202,0.05165406442120338,0.8119230835188106,0.0942210418850744
67.79239743601062,0.3170834562428143,0.04883549801240908,0.961194189027999,0.05768210379276741,0.8128241181032521,0.15535617077915026
66.14177246316613,0.31758224386456235,0.049121004846838075,0.9698427170178218,0.05658077925797624,0.8053230682251237,-0.18529532993311879
66.25318083303614,0.32442604481309667,0.048435625471547214,0.968406560458453,0.06778963219337576,0.8047544219013826,0.08864168776036031
67.94203582636055,0.3184274729017287,0.04921356320969861,0.9639900589390333,0.049234886800022234,0.8015632689507808,0.30575988842145424
68.66454245941335,0.30565451103632074,0.049726288266456045,0.9595969468343233,0.05445272260719429,0.8042523578538902,0.07959520028349817
67.22571539998134,0.30960940214366983,0.04860570876946874,0.9675770109248287,0.05220191314134062,0.8107502862504254,0.09422276271356461
66.31282298227917,0.3109108912516803,0.050634931752334536,0.96347752855393,0.0622355692179197,0.809655481540184,-0.2830585078289719
66.56201537582746,0.31773786805164284,0.04871228076627505,0.9610713496897811,0.05556547738633005,0.8231116868851759,-0.19235242078568496
66.55279442920781,0.31206670116073154,0.050247412432691096,0.9601695176956849,0.03994926117354171,0.8170936052209943,-0.23166955884185814
66.8208379068834,0.3134350126680024,0.04863484473031287,0.9613460689848641,0.06259552914472868,0.8044537517436877,0.0038138700199481005
67.50871009527195,0.31459894542376726,0.048674054801931675,0.9599145766668743,0.05517324658283405,0.8142224031215897,-0.20192323837935958
67.95002119317931,0.3125745603437673,0.04935073068489707,0.9653313531903136,0.06098364488522614,0.8038918089466449,0.009397571770814489
68.1490721090378,0.31611202446650705,0.04822178528070393,0.9634381301769073,0.050835332342325824,0.816401049198036,0.09555853142018535
67.21378919987107,0.31454914791894933,0.04960498097193973,0.9649419067785222,0.057893905647838945,0.8117288604881487,0.05318556020194239
68.05453210901595,0.3090415841048264,0.04886327687071537,0.9628884946139634,0.04454169793903318,0.8076697891241184,0.05123981482138426
66.30763962680007,0.3188537214658601,0.04915562262842846,0.971276751398056,0.04393774441305896,0.7976183685194101,-0.021159705418773638
68.33382874669775,0.30273593203872495,0.047893232642079384,0.9661837874878052,0.04321828212564692,0.8028305465037608,-0.11780185027310824
67.19233429331867,0.3121554252493501,0.048440264866901596,0.9660191996598246,0.04753483321797666,0.8138859857127702,-0.12220995720013786
66.89464103324251,0.3180090801828012,0.04923026008621963,0.9632990828540257,0.05005717639574353,0.8136797115510324,-0.10570158652352614
67.41142678828638,0.31547979549828925,0.05031808431924578,0.9582585299450413,0.05484138233231775,0.8158406378273205,-0.016202151135145098
67.24321917333467,0.31064871099338626,0.05113577239491796,0.9605128187066198,0.05555754074006978,0.8155553856683501,0.026868382476720912
67.61757522841097,0.3149614476481648,0.04880546695583928,0.9600408221512456,0.05985268592687149,0.808218896376485,0.09582211523350019
67.22579252996685,0.31906723487477484,0.048151808523606135,0.9670699883539164,0.05056359334958385,0.8074494705524426,-0.06685454944703823
66.47152641860629,0.3215640811861056,0.04846098698589999,0.9665074573550907,0.0389212720414802,0.8055933337860309,-0.060601392430022855
66.51431154913845,0.3246082624662993,0.04782242672672009,0.9638499241681533,0.05936690492507201,0.8121791931063811,-0.23371076534683147
66.88190621687087,0.3272550695946161,0.04844205581561465,0.9637389142230026,0.07576353149048291,0.8133969189071767,0.02872525183643991
67.0515942139016,0.31605127001466565,0.04927263889479915,0.963907625349956,0.059713738818785486,0.8061492990584622,-0.08524030890500135
67.94231215374101,0.31557956139614385,0.04858771418112662,0.9672271848061587,0.04831599717132594,0.8129194998594208,-0.13032512212673986
67.82880576875301,0.3052235707213499,0.04934127755389268,0.9626354625009214,0.049656276759855206,0.8181293720962517,-0.08671384897284833
66.66364217343664,0.3172511210340673,0.04973975218566803,0.9733868851966779,0.04756981299480558,0.8185845967714646,-0.05206607195489252
67.48805892091612,0.31243749700027607,0.04827536672079844,0.9673426789731989,0.03807526231762466,0.8075351788918556,-0.1377303184652143
66.84812030184139,0.3215930995814137,0.04811774442193544,0.9649646557366448,0.056455698725835696,0.8148500822888568,0.10708771632324056
67.41492425790392,0.32033728528424654,0.049036528309815586,0.9633163801804709,0.04541684075444286,0.8161397667724987,0.07838569935538385
67.26571385898471,0.3162917890377477,0.048255650243942516,0.9735279725034235,0.05318684048357711,0.8142553927516599,-0.03439848523709051
66.3446199582009,0.316958397974141,0.047561879587406146,0.9655250163065644,0.06095160140998867,0.8109486479125004,-0.23070722385880396
67.8125988879116,0.316598380991095,0.047668746502579566,0.95969796629266,0.062449851224737465,0.8127808447012101,-0.1281244440137442
66.58243507632032,0.3280962356193802,0.04747024681517874,0.9712073227349574,0.05666313185009386,0.8087926255406371,0.2732848998180885
67.16438612065743,0.31441695511150664,0.050198489006412814,0.964800284583008,0.0521292824643513,0.8138035071758972,0.2585598857853244
68.4195012060033,0.31068340392896737,0.04887998216951972,0.9642064962382442,0.04716589416665799,0.8098688233754371,0.09461284457034874
67.31417725479885,0.3156528286932587,0.04899770785136016,0.9655579997580566,0.055457693797093796,0.8157915141830077,-0.10893358212825441
67.39902343288679,0.3131743327478899,0.04831291101829287,0.9691311740199464,0.0592454996179235,0.8121268681476512,0.025361425050190702
67.53243357470544,0.3112266855125966,0.0503587320798371,0.9605736330406278,0.053060210368630845,0.8128683510596755,0.006342191608541602
68.15562986253127,0.3058120259824558,0.04935428115104285,0.9669337714556617,0.047497035053869645,0.8177873374498625,-0.2109978552448768
